map_index,survey_number,lon,lat,tile_lon_center,tile_lat_center,tile_lon_min,tile_lat_min,tile_lon_max,tile_lat_max,min_lon,min_lat,max_lon,max_lat,method
150,230819150,-11.40056908,38.43477063,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
151,230819150,-11.35573935,38.43695615,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
152,230819150,-11.31090961,38.43914159,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
153,230819150,-11.66878405,38.41464408,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
154,230819150,-11.26607988,38.44132697,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
155,230819150,-11.17646703,38.44563959,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
156,230819150,-14.99952333,38.2264,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
157,230819150,-15.029865,38.22481333,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
158,230819150,-14.32545833,38.27688833,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
159,230819150,-13.17620667,38.34343,-12.325003623962402,38.375003814697266,-12.350004196166992,38.350006103515625,-12.300003051757812,38.400001525878906,-15.36114668,38.20611894,-11.17646703,38.44563959,1D
